,Rank,Racer,Text_Bests,Races,Texts,Career,Best_10,Best_Race,Points,Wins,Win_%,Marathon,Last_Race,Variation
1029,1030.0,fee..,112.36,7264,3314,103.97,157.37,169.74,579804.06,3506,48.27,159,2021-07-28,16.97
1030,1031.0,lorenzo2131,112.36,1870,1384,110.92,149.23,162.12,144273.8,877,46.9,65,2021-09-10,10.61
1031,1032.0,wmichaelwhitlock,112.34,4010,2571,110.27,145.81,150.8,398932.74,1965,49.0,138,2021-09-20,10.28
1032,1033.0,azaza909,112.34,2924,1639,106.72,158.86,176.36,104050.53,1408,48.15,117,2021-09-21,13.88
1033,1034.0,17maxklivans,112.31,33921,4983,102.5,179.48,186.68,3115030.32,14368,42.36,311,2021-09-22,13.27
1034,1035.0,xen0cidal,112.31,1735,1429,111.61,150.73,156.89,175159.63,959,55.27,89,2021-09-04,11.43
1035,1036.0,jlam55555cole..,112.3,5850,2483,105.57,148.27,151.86,541777.07,2488,42.53,200,2021-09-19,17.73
1036,1037.0,allen135190,112.27,8830,2549,105.05,144.68,151.05,294620.93,4155,47.06,678,2021-02-02,10.65
1037,1038.0,wilfordjason,112.26,10423,3225,107.24,155.81,163.49,972598.45,4879,46.81,434,2021-09-20,14.25
1038,1039.0,waht315,112.2,1609,1105,111.55,171.96,185.0,81059.6,762,47.36,86,2021-09-08,11.21
1039,1040.0,kyle0829,112.18,2067,1204,111.11,138.94,145.4,60870.95,1244,60.18,160,2018-03-19,8.59
1040,1041.0,eliclax,112.16,3201,2195,109.07,156.33,163.14,294851.47,1710,53.42,402,2021-09-02,14.35
1041,1042.0,peaceinchrist,112.12,2679,1354,110.28,150.55,154.11,240643.69,1181,44.08,146,2021-09-22,11.29
1042,1043.0,tdsg,112.12,9119,3959,107.86,150.55,157.02,904040.08,4272,46.85,248,2021-09-19,12.04
1043,1044.0,quicksilver95,112.12,3268,1539,106.92,142.77,152.0,142378.39,1800,55.08,310,2021-09-08,10.78
1044,1045.0,kf7hdw,112.11,6012,3144,109.79,169.07,183.3,570567.83,2876,47.84,188,2021-09-10,12.14
1045,1046.0,rosyport,112.04,4904,2898,109.18,168.3,183.51,474997.41,2326,47.43,374,2021-09-21,18.7
1046,1047.0,nosingaround,112.01,7392,3168,109.57,145.35,155.81,720296.26,3346,45.27,325,2021-09-17,8.94
1047,1048.0,clint_kun,111.99,11328,3242,109.83,172.36,177.77,573122.52,5953,52.55,507,2021-09-07,11.69
1048,1049.0,dwingx,111.99,1522,1126,110.68,141.14,146.61,137126.05,736,48.36,80,2021-09-07,9.01
1049,1050.0,_slowmotion_,111.97,2877,1468,108.4,165.83,172.69,59314.4,1432,49.77,71,2021-09-20,9.96
1050,1051.0,seez,111.89,13680,5414,108.6,167.79,177.85,1105504.3,5247,38.36,583,2020-10-08,11.52
1051,1052.0,gamerfreaky,111.85,2069,1558,110.53,145.14,152.01,194521.01,995,48.09,182,2020-03-15,10.88
1052,1053.0,mccnuggets,111.81,5286,1391,101.19,146.22,156.6,77567.46,2537,47.99,268,2020-12-06,14.48
1053,1054.0,provid,111.78,2466,1893,109.99,151.58,155.9,254896.84,1242,50.36,369,2021-08-26,14.1
1054,1055.0,why tf premium members so f..,111.76,1693,1372,110.63,142.33,149.34,170202.81,900,53.16,73,2021-04-22,10.56
1055,1056.0,telorbusu,111.74,9116,3968,106.58,151.7,159.0,898415.08,4498,49.34,376,2021-09-15,12.0
1056,1057.0,taway391,111.74,2037,1629,110.91,158.65,181.31,204451.64,950,46.64,100,2021-09-12,11.48
1057,1058.0,euwern,111.73,1763,1446,110.8,150.65,158.25,179413.05,912,51.73,51,2020-12-26,11.8
1058,1059.0,So tough to get on the lead..,111.73,28952,3971,103.1,147.08,159.36,909146.24,14127,48.79,196,2021-09-20,11.2
1059,1060.0,hirundinidae,111.72,11952,4227,106.99,147.19,158.56,1186485.92,5153,43.11,391,2021-09-20,10.7
1060,1061.0,daycolor,111.7,4596,2726,108.55,210.32,223.7,422396.76,1647,35.84,209,2021-06-28,17.24
1061,1062.0,nemsii,111.7,2972,1945,109.85,147.51,157.19,269986.11,1353,45.52,81,2021-08-17,11.22
1062,1063.0,slowpanther_,111.68,2502,1952,110.67,143.1,147.44,248460.68,976,39.01,148,2021-08-27,9.87
1063,1064.0,scraex,111.67,22365,3813,100.93,164.93,181.63,2114400.06,10927,48.86,630,2021-09-21,12.77
1064,1065.0,z0rp,111.67,4750,2795,109.4,152.23,158.21,461243.36,2114,44.51,135,2021-09-20,11.36
1065,1066.0,promech..,111.66,25978,4924,101.14,156.12,161.38,2259519.06,11233,43.24,381,2021-09-14,17.47
1066,1067.0,raoof,111.65,5618,1608,95.79,154.95,161.83,172924.38,2919,51.96,141,2017-10-25,26.63
1067,1068.0,sleepallday,111.63,7538,3275,108.77,147.49,153.1,717822.97,3338,44.28,123,2021-09-13,10.95
1068,1069.0,minjaesong,111.62,1864,1467,110.18,151.41,160.45,178200.3,931,49.95,57,2021-09-15,12.55
1069,1070.0,something_s,111.62,5723,2460,106.76,150.61,157.18,548822.15,2495,43.6,226,2021-09-11,11.1
1070,1071.0,dalivan,111.59,2423,1115,106.84,135.74,141.45,71194.18,1317,54.35,177,2021-01-24,8.77
1071,1072.0,den_j_ev,111.56,11431,2868,107.85,137.26,150.29,1101273.56,5232,45.77,161,2020-10-29,6.81
1072,1073.0,Mouse cursor that hides the..,111.55,22532,4666,103.67,140.22,142.02,2155637.68,10817,48.01,366,2021-09-15,10.46
1073,1074.0,czarlol,111.54,7605,2974,106.36,148.02,150.54,673036.46,3602,47.36,490,2021-08-15,12.1
1074,1075.0,#87 most points fi..,111.53,22369,6861,99.96,161.56,168.72,1959277.99,9772,43.69,416,2021-08-29,12.63
1075,1076.0,killawhale425,111.52,2881,2042,109.85,142.3,146.29,292760.85,1464,50.82,187,2020-10-20,10.55
1076,1077.0,tyleryoung210,111.5,4572,2642,108.95,143.39,146.83,433249.63,2633,57.59,139,2021-05-03,9.2
1077,1078.0,mike444,111.48,2230,1353,109.06,153.93,159.68,35812.42,859,38.52,119,2021-06-07,12.7
1078,1079.0,amitsetty,111.46,4034,2150,106.63,154.05,160.18,214352.22,1881,46.63,255,2021-09-08,13.86
1079,1080.0,grimpansen,111.45,2025,1065,107.3,145.15,152.91,57360.37,1055,52.1,79,2019-11-28,11.36
1080,1081.0,sam..,111.45,1861,1000,109.56,135.18,138.99,135981.65,901,48.41,71,2018-08-18,7.2
1081,1082.0,junia,111.45,9072,1277,103.96,147.34,150.85,73005.19,3559,39.23,188,2021-01-02,11.59
1082,1083.0,shwirv,111.43,1658,1273,110.44,144.49,156.86,167830.75,816,49.22,170,2018-04-25,10.78
1083,1084.0,laiyr,111.42,2548,1628,108.31,146.04,152.14,232925.88,1200,47.1,96,2021-09-12,13.52
1084,1085.0,poltt,111.42,3032,2216,110.09,151.75,156.56,316350.06,1588,52.37,362,2021-07-18,10.52
1085,1086.0,danielbillette@ho..,111.4,3748,2313,109.31,143.35,148.22,362678.62,1830,48.83,107,2021-05-25,10.31
1086,1087.0,allanafdn,111.36,3055,1960,109.49,155.09,165.8,293847.94,1285,42.06,114,2021-08-04,11.92
1087,1088.0,slowpokies,111.35,9042,2844,105.4,149.26,155.29,385936.88,4139,45.78,166,2021-07-08,10.96
1088,1089.0,derrejchen,111.34,3228,2010,108.97,151.14,167.27,279740.67,1659,51.39,81,2021-09-13,11.67
1089,1090.0,ehj53,111.33,9216,3728,107.97,147.25,158.37,907608.72,4815,52.25,444,2020-01-13,10.14
1090,1091.0,nnas,111.31,3141,2264,110.14,149.38,160.57,314631.11,1621,51.61,230,2021-07-29,10.8
1091,1092.0,djaenk,111.27,3255,2151,109.06,152.3,173.99,318358.64,1583,48.63,100,2021-09-02,12.56
1092,1093.0,liasokol,111.27,2244,1582,108.63,145.79,150.91,188937.37,1200,53.48,250,2021-06-20,13.1
1093,1094.0,anythinganything,111.26,1528,1291,110.42,146.15,150.81,155717.63,785,51.37,144,2021-02-19,10.95
1094,1095.0,,111.26,17042,4676,102.36,157.72,168.25,1644787.05,7385,43.33,1000,2021-06-03,12.0
1095,1096.0,In need of advice to type f..,111.24,5889,2506,107.61,164.47,170.39,550599.79,2715,46.1,800,2021-09-23,12.59
1096,1097.0,nize,111.24,3060,2174,109.95,153.68,160.81,307600.17,1427,46.63,109,2021-09-01,11.42
1097,1098.0,rodmc,111.24,5740,3145,107.08,155.66,169.22,553202.08,2587,45.07,255,2021-09-12,12.89
1098,1099.0,noquiterino,111.24,8535,3211,106.13,146.9,149.14,510580.77,4248,49.77,362,2020-11-05,11.89
1099,1100.0,thenimblefinger,111.2,1885,1362,108.65,161.51,179.26,96342.94,906,48.06,68,2021-08-13,14.25
1100,1101.0,learner_typer,111.19,2042,1548,110.38,146.97,154.12,190591.63,1013,49.61,45,2021-09-10,11.17
1101,1102.0,jaylenthefastest,111.19,1595,1068,107.8,152.81,172.91,45747.5,885,55.49,53,2021-07-19,14.21
1102,1103.0,ahmir123,111.18,2913,1854,109.43,165.12,180.59,279308.29,1282,44.01,93,2021-07-11,14.63
1103,1104.0,ponhav,111.15,1519,1170,109.88,141.2,151.83,146159.79,724,47.66,145,2021-09-15,10.22
1104,1105.0,700volvo,111.14,1793,1239,108.61,144.03,148.18,109947.67,912,50.86,88,2021-07-06,11.01
1105,1106.0,boopsicle,111.14,3319,2364,109.69,149.06,161.7,346294.2,1719,51.79,312,2020-09-27,9.47
1106,1107.0,iconoclastic,111.12,4315,2271,109.03,143.12,159.14,320338.13,2156,49.97,162,2019-11-10,9.15
1107,1108.0,alakazaifa,111.08,3498,2197,108.53,154.83,174.94,335468.81,1640,46.88,266,2021-06-04,15.09
1108,1109.0,baskoroi,111.06,6875,1278,104.35,137.29,143.32,82575.8,3676,53.47,218,2021-09-04,10.26
1109,1110.0,justme196,111.05,4077,1217,104.55,145.73,148.73,87339.31,1870,45.87,125,2020-04-21,10.09
1110,1111.0,mezomose,111.05,1521,1259,110.19,146.5,156.66,152660.23,772,50.76,183,2019-08-22,10.7
1111,1112.0,andm,111.04,2871,1206,110.26,165.78,177.22,72787.59,1302,45.35,98,2021-08-05,12.44
1112,1113.0,interplanetary,111.04,2665,1558,105.72,139.63,141.36,134499.37,1374,51.56,41,2021-09-03,12.71
1113,1114.0,meetdavda,111.02,20462,3613,97.55,158.58,166.61,576035.8,10960,53.56,644,2021-09-13,17.2
1114,1115.0,ihorsedyou,111.01,1514,1244,110.0,149.22,164.52,153964.38,701,46.3,185,2021-09-10,12.14
1115,1116.0,m_carmel,111.0,29277,4305,106.31,149.1,157.24,2606322.27,12570,42.93,247,2021-09-03,7.78
1116,1117.0,vexors,111.0,2315,1503,108.39,144.93,153.48,181248.92,1036,44.75,138,2021-08-13,12.59
1117,1118.0,norok..,110.99,1746,1459,109.94,149.74,158.51,175176.84,941,53.89,67,2020-04-23,12.51
1118,1119.0,zariski,110.99,4183,1613,103.72,136.43,139.33,162871.19,1888,45.14,126,2021-07-23,10.8
1119,1120.0,sydneykimbell,110.98,1954,1413,110.22,141.63,154.54,183707.2,1007,51.54,95,2021-09-22,10.41
1120,1121.0,hubba485,110.94,2642,1657,109.16,143.6,149.38,246900.47,1165,44.1,130,2021-09-21,8.61
1121,1122.0,ilka,110.94,12082,4062,103.19,150.49,156.98,1142710.12,5149,42.62,287,2021-09-20,12.62
1122,1123.0,flapjackstax,110.94,7620,2500,108.41,147.63,153.59,691095.69,3253,42.69,164,2021-09-15,7.55
1123,1124.0,capurace,110.93,2250,1621,109.18,149.61,159.21,216681.67,1079,47.96,198,2021-09-14,10.22
1124,1125.0,januarius,110.92,14307,3257,96.17,150.86,156.75,664896.82,5837,40.8,214,2021-09-14,17.61
1125,1126.0,chunkerchunk,110.91,18703,4570,101.96,160.75,171.78,1706777.46,7851,41.98,258,2021-09-09,16.08
1126,1127.0,pjcrowley,110.87,2739,1916,104.12,218.04,225.69,225817.0,1196,43.67,144,2021-09-12,28.04
1127,1128.0,ivortso,110.87,5419,2153,105.78,142.95,149.0,253075.97,2380,43.92,227,2020-12-19,10.25
1128,1129.0,hiya24,110.85,3110,1750,107.8,141.05,153.85,142781.12,1506,48.42,100,2021-08-06,9.97
1129,1130.0,dudu1061,110.8,5478,2553,102.18,153.32,159.84,278637.64,2509,45.8,194,2019-04-04,17.11
1130,1131.0,earlvin14,110.79,4780,2391,109.12,142.46,149.2,449887.79,2147,44.92,339,2021-09-22,9.64
1131,1132.0,ikesen,110.74,16893,2261,97.9,142.86,153.19,251548.36,7406,43.84,267,2021-05-30,13.17
1132,1133.0,weirdoboy200,110.74,3365,1749,107.99,143.91,159.29,119875.16,1572,46.72,148,2021-07-27,9.37
1133,1134.0,thecookingc..,110.73,2230,1558,108.89,147.16,152.09,165756.04,1033,46.32,59,2021-09-15,11.56
1134,1135.0,rockodile,110.72,8586,3360,108.26,137.26,142.48,815484.32,3802,44.28,97,2021-09-16,8.49
1135,1136.0,bsir..,110.71,5057,2725,106.75,150.73,157.82,473758.13,3170,62.69,299,2020-09-16,12.45
1136,1137.0,might quit cause my bf text..,110.7,3466,2259,108.39,152.92,162.3,343068.08,1739,50.17,136,2020-08-05,12.71
1137,1138.0,forest7,110.68,13906,3467,103.3,159.83,178.37,1259462.73,6257,44.99,256,2021-09-21,13.88
1138,1139.0,nolfwin,110.67,7875,1394,101.66,144.27,151.62,86988.51,4262,54.12,312,2021-09-07,11.39
1139,1140.0,⦗𝐄𝐂𝐎𝐋⦘Ǥ❍..,110.66,1950,1004,106.95,159.74,171.02,86347.84,1104,56.62,271,2018-02-07,18.59
1140,1141.0,rlib,110.64,5751,1385,103.4,142.81,147.28,69753.86,2506,43.58,355,2017-12-28,11.13
1141,1142.0,vulgarpotato,110.63,1937,1552,109.07,154.79,163.72,184520.55,967,49.92,65,2021-08-30,15.3
1142,1143.0,knortic,110.63,5111,2666,102.94,171.3,175.22,343016.53,2045,40.01,149,2021-07-22,21.72
1143,1144.0,letype613,110.59,3488,1998,107.87,139.04,147.54,155720.33,1542,44.21,111,2021-08-30,10.02
1144,1145.0,lucasorino,110.58,2537,1956,109.35,159.6,176.67,256000.58,1049,41.35,175,2021-07-21,14.72
1145,1146.0,uedoh,110.57,2272,1780,109.52,151.82,163.42,220162.45,1123,49.43,87,2021-09-17,12.4
1146,1147.0,mbalazs,110.51,13186,3656,105.0,135.53,139.64,765998.5,6943,52.65,118,2021-09-20,8.73
1147,1148.0,josephgyu,110.47,2894,1933,109.05,145.87,159.41,279420.71,1358,46.92,115,2021-06-04,8.87
1148,1149.0,dsaldana711,110.46,4181,2299,107.17,149.75,159.68,241663.91,2014,48.17,199,2021-09-12,11.61
1149,1150.0,thetruelasec,110.45,1609,1251,109.32,145.33,153.15,147555.41,809,50.28,85,2021-08-22,10.85
1150,1151.0,mxlxdx,110.45,21225,4120,97.85,207.21,222.99,1867925.8,9569,45.08,369,2021-06-17,15.23
1151,1152.0,lwycsrc,110.45,15739,4781,98.29,159.11,164.84,1438107.79,6741,42.83,348,2021-09-02,19.23
1152,1153.0,100plusaverage,110.43,2952,2068,108.06,155.84,162.47,286719.2,1454,49.25,241,2021-02-13,15.2
1153,1154.0,blo..,110.41,5225,3000,107.6,156.26,173.31,519302.24,2370,45.36,150,2021-09-15,13.03
1154,1155.0,oisin_mc,110.39,2484,1252,103.73,146.97,158.67,88170.38,1170,47.1,183,2021-08-12,13.54
1155,1156.0,zdj361,110.38,3847,2273,108.06,146.5,153.41,351316.29,1766,45.91,252,2021-09-16,10.28
1156,1157.0,wrest,110.37,9239,1192,102.03,135.11,138.1,18385.2,3843,41.6,55,2021-08-26,10.16
1157,1158.0,strykertfc,110.37,28035,4738,103.9,153.36,157.06,2480468.5,11958,42.65,187,2021-09-17,12.1
1158,1159.0,sevenly,110.36,2967,1004,101.26,135.36,140.14,62071.75,1332,44.89,82,2021-06-05,13.6
1159,1160.0,buckyplaysatwork,110.36,11110,3915,99.3,158.3,177.47,1003654.95,5229,47.07,146,2019-12-21,20.74
1160,1161.0,demo_admin,110.35,3991,1931,106.14,155.38,168.2,343023.15,1775,44.48,178,2021-09-20,12.15
1161,1162.0,nolmegar,110.32,5282,3079,106.06,149.43,157.78,504218.95,2666,50.47,157,2021-08-25,14.35
1162,1163.0,colemakmark,110.29,1982,1424,108.73,144.5,158.01,192853.99,904,45.61,249,2021-05-07,12.37
1163,1164.0,obskurrel,110.24,2594,1785,108.56,153.97,160.81,251771.99,1203,46.38,178,2021-09-16,11.84
1164,1165.0,5000600,110.2,4185,2543,106.63,162.4,166.32,365286.8,1936,46.26,123,2021-09-23,15.15
1165,1166.0,modelm_maniac,110.18,2588,1366,109.38,172.39,184.94,88301.05,1120,43.28,104,2021-07-15,12.61
1166,1167.0,jimtheripper,110.17,7733,3558,106.58,145.94,157.37,765319.82,3532,45.67,256,2020-08-11,9.34
1167,1168.0,need..,110.16,20368,4318,97.76,155.46,169.92,1030259.16,8166,40.09,199,2021-09-14,16.11
1168,1169.0,sk8ereid,110.16,1852,1438,108.18,150.83,155.88,153275.17,847,45.73,59,2021-08-24,13.44
1169,1170.0,zzandland,110.15,2897,2104,108.67,146.37,153.51,292019.85,1350,46.6,97,2021-01-01,9.43
1170,1171.0,cippo,110.12,14367,2827,102.38,149.33,156.91,706817.38,6142,42.75,225,2021-02-11,12.69
1171,1172.0,dafler,110.12,2388,1636,109.02,144.13,147.34,221953.74,1148,48.07,79,2021-09-20,11.02
1172,1173.0,You,110.12,7682,3046,107.53,137.72,150.12,766432.62,3534,46.0,162,2021-06-05,7.32
1173,1174.0,ballisticknife,110.11,4595,2395,106.96,150.76,154.24,431510.47,2068,45.01,193,2021-05-27,10.55
1174,1175.0,tlee120,110.11,3437,2248,108.69,136.9,138.16,315146.6,2091,60.84,104,2021-09-17,9.41
1175,1176.0,dzaefn,110.1,2616,1153,105.38,135.34,143.93,20646.45,1236,47.25,96,2020-07-01,9.14
1176,1177.0,stani..,110.08,3587,2422,108.21,150.6,156.97,350161.75,1609,44.86,93,2021-09-09,11.89
1177,1178.0,slowbutquick,110.07,2206,1582,109.93,145.2,151.76,213731.65,696,31.55,84,2021-09-09,10.8
1178,1179.0,bassoon_38,110.05,16684,4504,103.16,141.41,146.31,1470981.56,7405,44.38,444,2021-09-14,10.91
1179,1180.0,thegreatestho,110.05,2659,1252,108.37,149.91,165.86,103059.27,682,25.65,59,2021-09-04,11.57
1180,1181.0,hinderbolt,110.04,3033,1695,106.92,141.7,146.66,156309.58,1464,48.27,101,2018-07-15,10.93
1181,1182.0,superspys,110.03,7308,1612,93.08,145.65,152.54,102268.18,2966,40.59,283,2021-08-10,20.1
1182,1183.0,_gg_ez_,109.98,1515,1257,109.23,145.86,158.55,145247.56,696,45.94,112,2021-07-20,13.04
1183,1184.0,kahinjin,109.95,3489,2306,108.27,160.38,170.73,351548.39,1575,45.14,144,2021-09-10,12.13
1184,1185.0,loom981,109.92,2215,1685,109.16,149.22,160.88,208825.98,963,43.48,49,2021-09-19,12.06
1185,1186.0,kerosenee,109.91,1838,1020,106.82,143.16,149.51,0.0,961,52.29,243,2017-04-01,12.07
1186,1187.0,aus10_,109.89,2503,1422,108.91,137.84,143.99,216593.9,1143,45.67,100,2021-09-17,9.5
1187,1188.0,thevulture,109.89,5595,2380,105.12,137.42,141.68,513540.98,2391,42.73,459,2021-08-08,10.67
1188,1189.0,furuya,109.86,21186,1641,96.19,138.58,143.84,151284.91,9338,44.08,487,2021-03-18,13.29
1189,1190.0,Tryin to make a change :-..,109.86,2934,1777,107.92,147.4,158.62,159830.9,1371,46.73,64,2021-09-16,9.77
1190,1191.0,magicsoap,109.85,9152,3726,102.84,150.41,163.33,880697.04,4213,46.03,243,2021-08-04,13.54
1191,1192.0,nikaragva,109.85,2538,1347,105.52,140.92,145.78,125763.78,1199,47.24,152,2021-08-18,11.82
1192,1193.0,quevangel,109.81,3181,2111,108.41,144.87,152.13,292082.65,1420,44.64,123,2021-09-14,10.9
1193,1194.0,correctionhaha,109.78,4466,2611,107.63,162.18,170.83,421774.65,1990,44.56,198,2021-09-14,15.19
1194,1195.0,hipparcos,109.73,3944,2208,106.26,139.75,150.32,209445.55,1989,50.43,69,2021-04-25,9.98
1195,1196.0,l..,109.72,1930,1452,108.39,150.72,157.89,183267.02,923,47.82,118,2021-09-20,15.15
1196,1197.0,account_name,109.72,9527,2998,105.19,152.59,171.88,882430.77,4030,42.3,222,2021-09-09,11.11
1197,1198.0,mat_i,109.72,5916,3292,107.34,140.99,148.59,590413.37,3146,53.18,147,2021-09-19,10.39
1198,1199.0,outtactrl,109.68,3323,1908,106.66,145.1,150.16,218602.46,1432,43.09,164,2020-12-27,10.38
1199,1200.0,etherealfog,109.64,10347,3785,102.85,149.17,159.96,726763.84,4598,44.44,150,2021-09-10,12.17
1200,1201.0,davidfellows,109.63,3664,2304,107.56,139.9,146.38,357927.61,1783,48.66,96,2020-01-23,10.38
1201,1202.0,aid1337,109.59,1859,1439,108.34,152.57,159.28,179913.42,969,52.12,74,2021-09-06,13.37
1202,1203.0,kaykmc,109.58,2686,1706,109.22,187.57,202.98,160420.1,1496,55.7,182,2021-06-07,13.64
1203,1204.0,hasnatahmad,109.58,22330,4851,102.49,152.78,158.15,2042301.41,10330,46.26,180,2021-09-17,13.56
1204,1205.0,mrfebie21,109.57,1629,1025,105.05,148.29,155.31,75565.38,731,44.87,119,2021-06-29,13.89
1205,1206.0,dcohen91,109.55,77288,4708,96.96,145.65,155.51,1527506.92,34011,44.01,291,2021-09-20,11.22
1206,1207.0,nathanbev,109.52,2324,1590,110.33,173.23,179.49,202948.86,983,42.3,336,2021-08-12,15.71
1207,1208.0,shot607,109.51,2184,1483,107.38,142.38,154.72,201089.29,1003,45.92,177,2021-09-18,10.25
1208,1209.0,timbalo,109.48,3372,2173,107.46,139.48,154.09,276654.47,1811,53.71,124,2019-12-04,10.54
1209,1210.0,tw4040,109.45,1562,1147,108.4,143.06,146.64,128510.84,718,45.97,168,2021-09-16,10.32
1210,1211.0,essntialz,109.44,3718,2422,107.38,142.48,153.19,363730.82,1936,52.07,164,2021-06-19,9.77
1211,1212.0,dkbrk,109.4,8039,3793,106.66,136.32,139.58,796710.24,3952,49.16,561,2021-09-22,8.95
1212,1213.0,solid_raiden,109.39,18843,3348,101.76,144.61,147.61,536478.64,8614,45.71,106,2021-09-04,11.65
1213,1214.0,belgianwaffle,109.38,14459,3565,104.32,156.16,164.72,1251757.71,5918,40.93,189,2021-09-09,11.77
1214,1215.0,tko42,109.36,2154,1600,107.95,145.37,153.14,210459.72,1040,48.28,98,2021-09-13,12.49
1215,1216.0,burz7,109.36,4120,2458,107.27,144.83,148.55,393544.96,1928,46.8,214,2021-08-04,10.72
1216,1217.0,blusteve,109.36,3672,2528,107.64,144.56,165.24,374255.2,1707,46.49,139,2021-08-27,9.31
1217,1218.0,records,109.35,3144,1734,106.98,138.62,150.52,264081.39,1381,43.92,136,2021-09-14,8.94
1218,1219.0,misslua1,109.34,1943,1302,105.58,141.23,149.12,108712.13,847,43.59,55,2021-07-31,12.51
1219,1220.0,Handsome Boy Modeling Schoo..,109.32,1736,1331,107.94,142.88,150.81,166362.06,900,51.84,210,2021-03-18,11.33
1220,1221.0,,109.32,11153,4566,101.84,146.91,150.12,842165.1,4529,40.61,362,2021-08-21,14.98
1221,1222.0,shefakala,109.31,11865,3296,99.86,154.67,168.57,1038840.29,4968,41.87,231,2021-07-09,15.2
1222,1223.0,ze_or,109.28,2699,2018,107.39,157.88,162.9,248268.26,1395,51.69,131,2021-04-16,17.46
1223,1224.0,an66atwork,109.28,1838,1486,108.37,145.67,151.95,181246.52,859,46.74,144,2020-03-05,9.99
1224,1225.0,sabanurag,109.28,28954,5068,100.0,156.27,161.97,2622715.6,11981,41.38,574,2021-01-22,15.97
1225,1226.0,radule,109.26,3813,1970,107.64,141.98,154.51,332820.92,1559,40.89,165,2020-09-14,8.14
1226,1227.0,er132er,109.25,22966,4032,98.51,140.95,151.13,2071913.24,10257,44.66,398,2021-08-31,11.84
1227,1228.0,auraexcalibur,109.25,1594,1312,108.11,145.95,154.75,143964.31,972,60.98,72,2021-09-09,12.82
1228,1229.0,antykingfish2,109.24,4380,2215,106.39,135.79,141.43,407858.56,2055,46.92,190,2018-01-14,9.02
1229,1230.0,piepk,109.23,2115,1608,107.99,147.38,150.95,211861.23,932,44.07,162,2021-06-16,11.73
1230,1231.0,xsession,109.22,3270,2106,108.74,232.99,250.25,328342.96,1311,40.09,172,2021-05-31,12.0
1231,1232.0,rontran,109.21,2022,1394,108.99,140.53,148.07,177565.9,1225,60.58,109,2021-09-03,11.67
1232,1233.0,yaboinugget,109.21,2884,1901,107.37,150.61,155.95,257311.54,1274,44.17,45,2021-09-13,14.21
1233,1234.0,finnark,109.2,9218,3905,102.77,144.41,151.43,807856.75,4203,45.6,421,2020-11-21,13.54
1234,1235.0,here_takemyt..,109.19,9250,4061,103.38,149.45,153.93,908993.98,4033,43.6,382,2021-09-08,14.27
1235,1236.0,🔪 🌸🔪 🌸🔪 🌸..,109.18,5613,2419,104.09,150.77,165.53,512445.86,2476,44.11,269,2021-07-30,12.0
1236,1237.0,nmessick,109.17,15630,4614,101.08,154.99,162.2,1414173.53,6607,42.27,207,2021-08-19,16.17
1237,1238.0,bionickraken,109.16,2280,1067,100.96,143.75,150.65,49405.14,1044,45.79,133,2021-09-04,19.14
1238,1239.0,Matt 危なくタイプし�..,109.15,2266,1307,105.27,142.42,151.9,94893.24,1144,50.49,43,2021-07-30,11.6
1239,1240.0,guuul,109.13,14022,3856,105.11,157.44,162.45,1255460.85,5670,40.44,184,2021-09-22,10.77
1240,1241.0,hullo_how_r_u,109.13,1812,1329,108.07,139.57,148.22,171517.58,892,49.23,87,2021-07-26,9.54
1241,1242.0,razorlem..,109.12,6782,3302,107.98,241.31,263.1,565956.74,2919,43.04,1895,2021-09-23,34.85
